uid,type,points_finish,points_bronze,points_silver,points_gold,points_at
picJwrolnH3jtBhm4s_xPrIAbbc,Royal,5,6,7,8,10
nDQsKXTkuHpm0qyZfDRR0syZUla,Royal,5,6,7,8,10
ZAZteeri6knsz1SV3pSIkn1EsR1,Royal,5,6,7,8,10
GxeyLF9Ubd5eL1QjU7LtTXls2b7,Royal,5,6,7,8,10
UMIeZcvnOLRu1Q51O4xl0kPr7Jh,Royal,5,6,7,8,10
wNtDTRonOqBTgX6EvOsTGjJdUvf,Royal,5,6,7,8,10
rv6uhAB0l_JM8rUbdA2M1vyH6Vm,Royal,5,6,7,8,10
6UOIJS_Jed1HWXjQQ21zdaU33tl,Royal,5,6,7,8,10
iR55zswWH2xhPdDKm2BYpvxlOo5,Royal,5,6,7,8,10
Njqy4XU1GSJTesoX3LB6IZedZYe,Royal,5,6,7,8,10
WIteEeHKw5ZxYrg9mIBGpBrfaZd,Royal,5,6,7,8,10
b0Tinl4hnQVYLNN93BgjFEFGKzl,Royal,5,6,7,8,10
a9grkqGiiqJsMllF7rfUT3Q9V8a,Royal,5,6,7,8,10
qNbEgbqe57QbNTqbwAt14LZGjh4,Royal,5,6,7,8,10
EV4L4A2ztPKyzj3mZUQ8JU16M6b,Royal,5,6,7,8,10
Ym4T9OdsUFY4VuuQjLZKFzu3Ail,Royal,5,6,7,8,10
orNML4VufaXkIYu7XmjC3oKhfmj,Royal,5,6,7,8,10
Pr2GRcaajVpRd4iaqGDHs2uJFMg,Royal,5,6,7,8,10
C0Q1ZQQ3CUQnONbWPIUAG8wCkK8,Royal,5,6,7,8,10
SRPyrPrGOlT7wT7fljXhtp6AUme,Royal,5,6,7,8,10
Bm3WdKOtbFws0XpBTcOSNUkz10c,Royal,5,6,7,8,10
3NiNyCsiAWKcIpiEC8fqoljGOIj,Royal,5,6,7,8,10
Q_OdjMqHYSIbr3dt52WoPjhMnt3,Royal,5,6,7,8,10
_MtG7SE65e8gKfmKMwUvg5YmNDh,Royal,5,6,7,8,10
4uLlV8JcH80Hv5J1sMiVx5aN8R5,Royal,5,6,7,8,10
foqeCJQEKXi1IOXYAUEPceltZ3h,Royal,5,6,7,8,10
7gVtAw_9dQnRWHdGp6U5pYjrVA0,Royal,5,6,7,8,10
5wrj_j4FzB0XKkwxZpcroT7aoq0,Royal,5,6,7,8,10
oU6szPEEj1EeHNZP1UdTGe487h8,Royal,5,6,7,8,10
68ams4KfWCheTbiAc7lHpsQhMC2,Royal,5,6,7,8,10
xEjmFwybGCyoJrwiuZoOuL6VvXb,Royal,5,6,7,8,10
GPr8qompODVASxh7yCnOOdEPN6k,Royal,5,6,7,8,10
kqha6bzngFtWAWwV0oBKxpK2B19,Royal,5,6,7,8,10
UVyBh_R0PKD_c2aMxqouCTC7w7,Royal,5,6,7,8,10
7z1vaxjUUlGXvHP9zazk2q_zCn6,Royal,5,6,7,8,10
2Zb4l4g9C1XtuutMoE2nJh5O0M8,Royal,5,6,7,8,10
K9EeZoQxcynHpYjeu5gaY8DsQob,Royal,5,6,7,8,10
xBtYTYFUyXivT66YJjGyqdC_gRk,Royal,5,6,7,8,10
uc0Sd5tVAD5bt0pTvW53V85XCza,Royal,5,6,7,8,10
lZwPzS1rt4bXalEbCsf8cA3vUtf,Royal,5,6,7,8,10
f3J4GV8Iasymi15EGp0u6L5Jqvf,Royal,5,6,7,8,10
atfinXfNVsOciHbxkOfINQSNOFg,Royal,5,6,7,8,10
JBGzraSDUHeGrNaCnH4fwkQT3p5,Royal,5,6,7,8,10
gng_q06HdxH_8wOInn_WEu7JN1k,Royal,5,6,7,8,10
5cBIEkpmVgns8mbnJwcVVTmghTi,Royal,5,6,7,8,10
xHGRWRW58zVmNIH5EI0KqBdEr01,Royal,5,6,7,8,10
KRpUY9nxUKDLDgJCBLNQGuaOe0,Royal,5,6,7,8,10
yCokhvSplHwzNxAgSt0cEHZwNH6,Royal,5,6,7,8,10
0XPLziSd2WSQa3F4QYpjjShPDE,Royal,5,6,7,8,10
rbQZlnLbMNqnSZurkmymoiU13Qc,Royal,5,6,7,8,10
RKNcqWm3rMzV2hxaKe6zJoDMw_m,Royal,5,6,7,8,10
9IpIhuqCNCfLaIrV5udwjdKUQV0,Royal,5,6,7,8,10
HSn4_Zym6ikcnu0jDOxAL_cbXf0,Royal,5,6,7,8,10
YBi8QS_kQSXiv1FJJTg3EsX5LYa,Royal,5,6,7,8,10
020xXFHCUgeObqSmsSUVt5NB8G1,Royal,5,6,7,8,10
iZ_am9p1UavxdfIfdaez1ELe_63,Royal,5,6,7,8,10
GiIoRZKQS8GvsPPkhFHfEpM2F0g,Royal,5,6,7,8,10
JMt2B3RNQN2DAcsu71DzUIf9Z15,Royal,5,6,7,8,10
2gdpRef2pdtadDN9DWZM_bnYC6d,Royal,5,6,7,8,10
NA8FmFjPuwdquDNDiGhTMSWbHHf,Royal,5,6,7,8,10
fwE5wZKaFyUDl01TfWXLypApAnb,Royal,5,6,7,8,10
OALFmS3bG7obkjKwSztTv5bVnJe,Royal,5,6,7,8,10
nXdc6r1FxmHYB7RWuBBepARvcc5,Royal,5,6,7,8,10
0MF6vmYquwJRVoLtgspzRa7Mzd0,Royal,5,6,7,8,10
3XwH4ESZsPhNZnZaD8YJSfsosL2,Royal,5,6,7,8,10
hipYg4JfUlt4Bl5yaEkB6e0kR49,Royal,5,6,7,8,10
s_RzZ1tinI965Q16NS9owNtCbR3,Royal,5,6,7,8,10
Nf3gHr8KUM5mRnmeXLcfgckh1Z6,Royal,5,6,7,8,10
gOe9KMJlYP26sUvDIrRr9V7xWce,Royal,5,6,7,8,10
9Fi7s49JW9k9_OLGmnL8FGVpFxa,Royal,5,6,7,8,10
wDsPjCOBDh4tQ1w9yABwXW_9Lni,Royal,5,6,7,8,10
AHTX4rDudqjCLBn3nWJyQSHYXn,Royal,5,6,7,8,10
Aejf8P1PslRuo9CWlbw8_2sRTo5,Royal,5,6,7,8,10
6ePnSk08QePsJ0o0gLd_3I9aCec,Royal,5,6,7,8,10
npfdMij3AO5shBdjU2EtceDXek0,Royal,5,6,7,8,10
Ic9c5zunGG6zjg9Zw_WnWh5hYAc,Royal,5,6,7,8,10
YcTdx4Q7o31Vx_cdgpE4vl1iMtm,Royal,5,6,7,8,10
BleW0ib653DN3HnG6VFYQmLq5kd,Royal,5,6,7,8,10
lmOvPoK0HBwb42iOsxF37YTJNY8,Royal,5,6,7,8,10
ThJd4MjOgo8g4AUbMVbZ8KYzNT2,Royal,5,6,7,8,10
53WKhPVVIp3KTSRQSBEj_oxbzbm,Royal,5,6,7,8,10
oMD9ZNIu2ZIwAngXtGr7DbJ9apb,Royal,5,6,7,8,10
_gzDhMzbGgGNB8u4_pGPgSMeGX7,Royal,5,6,7,8,10
fJgJtN7W9TvcpRgLJv1Z5z3yjwe,Royal,5,6,7,8,10
FUyKHLPY_cOl8v0oEkMSn3fNvq8,Royal,5,6,7,8,10
U0EWiAHIJDLrXLp8b_AMNinS4R6,Royal,5,6,7,8,10
vy0SXaNbuXxUmhkC6YT8btlLrii,Royal,5,6,7,8,10
r_GO1mEfUlpBTbMgKqg1rMRRXJ8,Royal,5,6,7,8,10
3t4_mjmpTFKVklh7EWhogxD0HX7,Royal,5,6,7,8,10
y5zmtffEnDkuMyxF_OzMGpDKec8,Royal,5,6,7,8,10
fO9fPRIjO2OrJzAH7o51pwVdqmj,Royal,5,6,7,8,10
JxFmzBD6FNdqHEOz4UfsFPSgwBa,Royal,5,6,7,8,10
BY94sKCIeqQ2npvBy8YhwH8oqV8,Royal,5,6,7,8,10
BtcexIreLzsjZr_u13gzU0jsDDe,Royal,5,6,7,8,10
stZIZD9FriE0NrRRBo6igr9_sN2,Royal,5,6,7,8,10
L1iys2Kk4ryQ5R_O08oXni34L1j,Royal,5,6,7,8,10
fDTSWDWrffqOgb_OCXreOBeURFb,Royal,5,6,7,8,10
WXocZK8uz8erSDFFcmRStZuo8u5,Royal,5,6,7,8,10
sz8TNliej_ndAyNZzKuFSUATKFf,Royal,5,6,7,8,10
vzuKalLOkDEpENpIvTFzin221D9,Royal,5,6,7,8,10
2I1j2108zaw2QQG4Z_f4oOs6OVk,Royal,5,6,7,8,10
0u9WxJ_limH3BwqFnJakEY9wGPi,Royal,5,6,7,8,10
RoDixuBBHL3EEQEJj39qhjid258,Royal,5,6,7,8,10
xXQeir6U8uXi8QzvrqVJ_Q5BcVj,Royal,5,6,7,8,10
rYBV9YZqIPbhOmZ4pDk3Djr4jw2,Royal,5,6,7,8,10
eTcJM1342IzBEeIMfCKEdikkyhc,Royal,5,6,7,8,10
hBAkTfPTshMQMztwqFu0Y7EfbFg,Royal,5,6,7,8,10
djWBbmu2ORmpaMnZCdyG5scwvqf,Royal,5,6,7,8,10
qeu2XinyCdZeXqwkNFj_P1pchIl,Royal,5,6,7,8,10
Bvr5vdWUSdMoFSzvQ6xqj3xyuP6,Royal,5,6,7,8,10
ukc2rMsSBr5mckiWatfHJ3z4hBm,Royal,5,6,7,8,10
Ay1q7vOIuhRw4yhVR3e3M3aH_jk,Royal,5,6,7,8,10
mIXtLBrxI2IqjdGhhB_lz3HA7Hc,Royal,5,6,7,8,10
Z8Bp8bXisP5uos2dsloysiHncUm,Royal,5,6,7,8,10
DBRvJRu0Bklb2Y_O0WaQ8nhRfQi,Royal,5,6,7,8,10
kpflWCA5psTtgyfdo0kUgaLYq6g,Royal,5,6,7,8,10
a6Xweng433rmuNK8Z4gZ_QFffYa,Royal,5,6,7,8,10
ZN3cAXjYZy37bKIo9b_u4KfglX8,Royal,5,6,7,8,10
pGKoCbYiDItRmiaWVOPrruhZXQ5,Royal,5,6,7,8,10
fVc7obgCNbjqmNikHHsVudccg88,Royal,5,6,7,8,10
GEBX9QT_YT0eEtSsmp2UYm9m0N8,Royal,5,6,7,8,10
h7Uifd7MwzkPf1t83TRnaiHNxwl,Royal,5,6,7,8,10
2TAFvnHGrM2eIvIWNCcJSnwF2c4,Royal,5,6,7,8,10
fzIla30CbFmGb1NompI0lLbjc0i,Royal,5,6,7,8,10
8yWgLi3uEeQmOomTIt7uQpfqEil,Royal,5,6,7,8,10
7f4dAVcUFV3fl75AWphQvSjUk1j,Royal,5,6,7,8,10
rhsau7vb8ypgQu89v4sA3DVDYBa,Royal,5,6,7,8,10
_TOcorgQmxvTnjNYEzCUr_A7nk2,Royal,5,6,7,8,10
oYFX4LhfCC_7tBfKI_3WMbJ5EIj,Royal,5,6,7,8,10
wwt8ELV4hWvlPWH47yyrJUMXnFj,Royal,5,6,7,8,10
iAfVhoGFChcovorL6xFLGsGpJ17,Royal,5,6,7,8,10
1QrzQvQSEbwNctpN96RDhM84Eh4,Royal,5,6,7,8,10
hwZDqpW3BQlLKoNV1XCLY0Lb0P1,Royal,5,6,7,8,10
nVKmYNxN4nGKbuNpudyDtSFeqQ6,Royal,5,6,7,8,10
8_xHgHO94aWydLT5tKzMVF4ZMie,Royal,5,6,7,8,10
3_BBD6WYMyEFZsaJskmrvt_aUxe,Royal,5,6,7,8,10
zDhqgtBH6sjHjkgqToq3ilgXUXf,Royal,5,6,7,8,10
gzNH93pejXuKhRSVJoPFjiy6vqa,Royal,5,6,7,8,10
ax8I60a6x7ISDTGiR97tqYowXI7,Royal,5,6,7,8,10
FXFY7H89r4JjnRL_WwQBNKMszi7,Royal,5,6,7,8,10
nN9OKGDppiehOQijSUFKDec0_5n,Royal,5,6,7,8,10
Wzzz9rksyFCvUT0kxdpjclRvPS5,Royal,5,6,7,8,10
ErqgXXnKHJj_TbFNV1SCTOoKKCj,Royal,5,6,7,8,10
PsQHwnuPU2GbjbMZdiVrnFIy0gk,Royal,5,6,7,8,10
TDfn7lnIiS3u5N36tC85yZyQVEg,Royal,5,6,7,8,10
OTqs8mKJBkyi7JX2_XRsO0fhGmd,Royal,5,6,7,8,10
6bDJ6zkx2_THD5sSbZ2B7GQIszh,Royal,5,6,7,8,10
0yLYSEZ3e_oyk8xffHk7XFiFByg,Royal,5,6,7,8,10
n8K5D1tb78X5YdYsOpxMRS1VsC8,Royal,5,6,7,8,10
EI_sz9oC7iSvlymsEuEXJBKvAEb,Royal,5,6,7,8,10
vHQ33o8tZyAKtnYqrlGs1pd2sBb,Royal,5,6,7,8,10
dwDda1TTRzZ0co5bLLxHKHKFAqi,Royal,5,6,7,8,10
sq7W_whqpDkqouaF9M39osmQi3f,Royal,5,6,7,8,10
PWuRnkMdU_LwOwwfsGU237zr6Je,Royal,5,6,7,8,10
PBJ3a2RhvUNSS32ZTWoWQdHOJMm,Royal,5,6,7,8,10
2sJCH43G_UHax_fpATBzF7Da9ol,Royal,5,6,7,8,10
DRxj_JTdBYAzKrPGTrzYUo48tY4,Royal,5,6,7,8,10
rGIHBo7xrQw_67vg_zpEACiy7jl,Royal,5,6,7,8,10
n8i3jmIqc_CbJ6ybxFvLcEtAx80,Royal,5,6,7,8,10
B4Q_Hkt2fVNXYvw0NwV6jL2FfJ1,Royal,5,6,7,8,10
BjDspGHh_QQS5W8vZRY2fK4C3z3,Royal,5,6,7,8,10
8XyOIGHAu4PuDdDv8rhJ7iatvf8,Royal,5,6,7,8,10
f6NTHZjJ0xvtvOiuUxjccd_LNA1,Royal,5,6,7,8,10
gn0eEQa4a207DZJO8FYlP7fDO_a,Royal,5,6,7,8,10
17g3ZeoXBsCKHz74aE4Yh_hoMH4,Royal,5,6,7,8,10
gg_SQbBmeqw9_u_MuXb7d5QGOye,Royal,5,6,7,8,10
hR7taQHdQjzevbZjkCRoOsoQp28,Royal,5,6,7,8,10
Tj0F87AX3mIwTH0gC0ZA2bEqhQ4,Royal,5,6,7,8,10
XjabBa81o6gbH3T9uUdzVrmHHXj,Royal,5,6,7,8,10
y1YBPiy5Cl60eDAbQm9Vwv7fX41,Royal,5,6,7,8,10
YqLqaBGqIPk1EK38ycbldZLfA4a,Royal,5,6,7,8,10
EchmetcxtvqlGCHRgSyQnxpZcS7,Royal,5,6,7,8,10
zew4T7fyPrIu2A_EBZRSWdCX0qc,Royal,5,6,7,8,10
VahiZS67oRNFao9Ozv55bBTnBpa,Royal,5,6,7,8,10
rzDV1ZtuNeXsLvuwts1sp8IF87i,Royal,5,6,7,8,10
IZ2zsGMlzwrNG8Muqjel49CUool,Royal,5,6,7,8,10
jS04Oij7BtxYgSDHVNTldGc0Ja7,Royal,5,6,7,8,10
Xis4H2XT2IC9IOqQuk3S9v_G7Z0,Royal,5,6,7,8,10
3ZarPx_JjlUhD8gzKzpEZVG3SS8,Royal,5,6,7,8,10
Xqbco6PF0Glw3myyXqCnK6obSyf,Royal,5,6,7,8,10
nyoz2n0pnfP1pk5FLA68z3u0oVb,Royal,5,6,7,8,10
RyHMg9IWDiCWP8FAlOQ4hFgcda5,Royal,5,6,7,8,10
sIqnDcHGQzUQpAfrJ7wYFhoOKwe,Royal,5,6,7,8,10
CyUvg1X_yy7ELm9lrJsbEMPdEZj,Royal,5,6,7,8,10
Yof6gH3KAMyooR1KLHzIENnSv8b,Royal,5,6,7,8,10
mFmx_vFcNaowmnL94c85Vqimh5g,Royal,5,6,7,8,10
IvREGtVwocJZH5VT3hBmbmVSzW1,Royal,5,6,7,8,10
NWg0pmxyySibBTHpnMNzsQNRkri,Royal,5,6,7,8,10
tYYnSJnK2mjUln_xYJSVM1tLxzk,Royal,5,6,7,8,10
RbeDtsjzXiNQ87xMSKvtyNweoYe,Royal,5,6,7,8,10
LTRyZ5KQrLWLeYaDwsLnFkmyRKh,Royal,5,6,7,8,10
8XfBvI2CAQrOor5nA7CR43srKTc,Royal,5,6,7,8,10
2JjmH88Mud6rBe4Fr05vN305VY1,Royal,5,6,7,8,10
Jwr2j3Kj3y5eXVI7UDpZCK7BBYh,Royal,5,6,7,8,10
KYBocYyELIRZBgqEZagGRgFNF0n,Royal,5,6,7,8,10
ZyYSkoLQMClZ_1nSs1wcBcTS9Dd,Royal,5,6,7,8,10
pxlPNMqeV85CocDgVDWGHlbpTF4,Royal,5,6,7,8,10
uyQ4OTdF9caFj272juu6_rfBI5b,Royal,5,6,7,8,10
wWafaArVwGZ1C_5oyMqGHoUUfT6,Royal,5,6,7,8,10
Jiu9DVUUYCsF_fNdMFmi7XBhH4i,Royal,5,6,7,8,10
Cc7X7Cut4WcLQQTEGmBWjNE3Fzd,Royal,5,6,7,8,10
2HpmQTLx7KMhEomHLvvNc694wX1,Royal,5,6,7,8,10
6ZOGxiJB7uzI6enMpdoL5bxNb07,Royal,5,6,7,8,10
CGhxeCNhzsRWIxebB8Db3mo4ck7,Royal,5,6,7,8,10
zNP1i9tpPG5sV0vXzUbG1YLxfme,Royal,5,6,7,8,10
EnL8QK4hqYsKkMA2bNhdBPnRPAk,Royal,5,6,7,8,10
Xiaf_smfgeXtq5zm9xGvlsN3Z5a,Royal,5,6,7,8,10
IlwGk0JrX84t9_jpLx4mEraJaqe,Royal,5,6,7,8,10
tnOnsQmJOlzvu_SBg5X02MG_bEb,Royal,5,6,7,8,10
56VaX2KJ5c0LcRpnEDIYVn1pa5f,Royal,5,6,7,8,10
JuRuaaRXqFGUkK31PVUlucvfQhh,Royal,5,6,7,8,10
nUzIcYGcfE1XpEGAMF1hjpvEB0l,Royal,5,6,7,8,10
jANZWBw4UnzO2dtoMJFFly3RLEh,Royal,5,6,7,8,10
655__Qt4qlJwvR57dZihiNj1z6e,Royal,5,6,7,8,10
sNDyhijqeT9s9HiU4H5hsfpXb6f,Royal,5,6,7,8,10
hs2NfI4_iCOFyap5ed5WIdFbLQj,Royal,5,6,7,8,10
IfFX3k8_V9CnMVbTlbfpL7Bv6yh,Royal,5,6,7,8,10
kSJwp5orD2QnuaytusB92qjTIs0,Royal,5,6,7,8,10
2clztaO98YiJoHYVXfRHNEWIDk9,Royal,5,6,7,8,10
kthSzfFd9OrsSszEqsy3cejXGhj,Royal,5,6,7,8,10
e7nBEayWmUll4A44RtiVLZmfcI1,Royal,5,6,7,8,10
O9vn7wPpJdGq8jaiVaoURoWVLua,Royal,5,6,7,8,10
ePQAz273dGMZXJ0VD_IgdvDvD5b,Royal,5,6,7,8,10
EtG1j2RNhujmLTntK94Og5AEgI9,Royal,5,6,7,8,10
p08itDhs4xOfzBmkjNnrZtulQE4,Royal,5,6,7,8,10
ZLo6x5ogKUgLeLF_AzCb2aDsqJ7,Royal,5,6,7,8,10
m0Ai9Nu_diorispG5rIAWwlUdwa,Royal,5,6,7,8,10
20fWfnoS2Jo29azyl_jV14V5IEi,Royal,5,6,7,8,10
V1stoayjdaUDSDoMIfaHw2YdYxe,Royal,5,6,7,8,10
pUoFEejlY_r3GRH5IR8SE0lpn7f,Royal,5,6,7,8,10
K8CLBqQAF24o4kmdvv7vLSKNW12,Royal,5,6,7,8,10
Pz6mKpzsPoF_jK68CDh6ElRSqxb,Royal,5,6,7,8,10
6H3VmCQ2cd_X5eZtls0UvnuENHl,Royal,5,6,7,8,10
LHBR4cMtF55aAEvfLPufJ3j2S95,Royal,5,6,7,8,10
f04rlhisMmeBfaETlkyjwtJu3zf,Royal,5,6,7,8,10
z8v1rJy2TURKg3WXiMPtQlRojub,Royal,5,6,7,8,10
JghWLPSes3YBQMiJqR_Ux6Cpn6k,Royal,5,6,7,8,10
UClHX4luq7Ii_XdJLvPA1yIHP1k,Royal,5,6,7,8,10
aM7zIAC6asFkVc8lZvb1sMbC00,Royal,5,6,7,8,10
o1cBSltmQ63xnax0oaPHTQCgu52,Royal,5,6,7,8,10
JcqYLhFGSionRT5Ld9M8H5Ejlfd,Royal,5,6,7,8,10
9hF4AHZZpyQ9t5qDJGYzkXkD0A0,Royal,5,6,7,8,10
olSrRiL1x8TjOQv4N3o1juTKLV1,Royal,5,6,7,8,10
k8HoMoD9Y3bRmESIhritKmGP6sa,Royal,5,6,7,8,10
P_fzSb09_5A_JoTtYB7m4qiPcb1,Royal,5,6,7,8,10
SRmaUMww7yPZiCp1lAJWOEnqzzc,Royal,5,6,7,8,10
DQDa_lBuMOWD2TEJX0KKlqqr_Hj,Royal,5,6,7,8,10
wjA6NPUAY_WLL1FieSgpmpeGHAe,Royal,5,6,7,8,10
pZYRrOneXx6j47nt0zK2TJU552a,Royal,5,6,7,8,10
ojd9LraRIdjFVYVLjeGSQmoMjkc,Royal,5,6,7,8,10
UpRtc_A8BjrfDFcjB7OCFthRTE2,Royal,5,6,7,8,10
lqTv1qt_QMPlccCJXJ_eeKtJ3pi,Royal,5,6,7,8,10
NYGEndcypyOnQHhX7nWiZ16tZ8c,Royal,5,6,7,8,10
pIlVVf1qWm0ZA4uoF9CEWBJsyn5,Royal,5,6,7,8,10
R_jYaySSv7VW5AOq0jNP0O0hUgi,Royal,5,6,7,8,10
P2z1kc2kl1ut2DBtl8QsVssXp71,Royal,5,6,7,8,10
RGPxzFEyNmt8n615Lsuk2pKWNnc,Royal,5,6,7,8,10
vhlkMH3qqJ11MkblbDPTM884TYc,Royal,5,6,7,8,10
pS9CCE4dpLpFyODMu6QjiS1XmT2,Royal,5,6,7,8,10
vObCh5fFOBrImhpEkMgSx859lQm,Royal,5,6,7,8,10
LMvoFJpFdTu8UN4RGkkTkq8mIk0,Royal,5,6,7,8,10
U6K9Bn6OZ99KuNzsqk55JDnWXG8,Royal,5,6,7,8,10
v6X1JCYQbcQqlDk_e8FQ84Em3M0,Royal,5,6,7,8,10
nTsv2iP6k38NyXrTU_GSM4qJNC7,Royal,5,6,7,8,10
WEto6n3mf0n6NZUtOpKIf9atzck,Royal,5,6,7,8,10
mSBqiwsm1HfQyt9kII_P3awcTj3,Royal,5,6,7,8,10
AMPomaVahpf1SflIU3kV4udqKFj,Royal,5,6,7,8,10
RTWtCMmeVurrEFYsFmJZNjamaK4,Royal,5,6,7,8,10
zsRDt2JinRX7tvclc9xmF7dynlb,Royal,5,6,7,8,10
cNoErosrloC9R5NwblBBN_fjTK5,Royal,5,6,7,8,10
ENH1ykBud06UIBKMsRfg0hWoyMg,Royal,5,6,7,8,10
QScjD9aJTc3EH5kKCHgFGcsH1qf,Royal,5,6,7,8,10
oNxWdAeVhYZhcBovYBgYtCBgDm2,Royal,5,6,7,8,10
aLR3qxtLmf67MEwp8bzwrJyocqf,Royal,5,6,7,8,10
yXsln1JPyYf_4QighfsHcVt5zsf,Royal,5,6,7,8,10
L3MbKAyfmoxyErjVpBgrRw3xgvj,Royal,5,6,7,8,10
0UsnVlefVk2792bkISsbYti8HUk,Royal,5,6,7,8,10
u41fN0cwKKSegPix51XPXTFJLRh,Royal,5,6,7,8,10
ZUYcOPAVwN6uPGD9P1f2RsALZ5j,Royal,5,6,7,8,10
UUy2xh6YlG_fEw5Wr52LuvY5Nvk,Royal,5,6,7,8,10
iIu8dVYoykHu7tbAI7NKbHi8ITf,Royal,5,6,7,8,10
O8BmkUrPPhsRhS9bMqcmcn6Gxbh,Royal,5,6,7,8,10
_9BsFbbGN8Fu5XAnC2EZ2RH4jO8,Royal,5,6,7,8,10
lUvvMATczqykbeDy4rk7bxWgKWl,Royal,5,6,7,8,10
bD33Dz51xKwev5Cn4cmE61bg51i,Royal,5,6,7,8,10
ybLfoNSW0CACAMGRG4ABncZBx7l,Royal,5,6,7,8,10
GKR1lOP64wJZML_yCC_D1VYdxBc,Royal,5,6,7,8,10
jGqfo3pl85R51t78SO3hPAaJ5Nl,Royal,5,6,7,8,10
VvW6QBD4ie3Oc_ar4jCpK8NKSh7,Royal,5,6,7,8,10
bD1NiBpseICKLRIyhm_U3zYXPM,Royal,5,6,7,8,10
PpmkflenF9Q05Y_AAe89RaHkK2m,Royal,5,6,7,8,10
XuMZZyYz96kEWTBpCw9WeUj_c_d,Royal,5,6,7,8,10
Z6Z02t8JTBWCT37cyC6I_HUlCsl,Royal,5,6,7,8,10
w4wIFifWdb3oR62Qbc64ED6flg1,Royal,5,6,7,8,10
xa7_Glvd9FkrplP9veHg7cj2vp9,Royal,5,6,7,8,10
IOKUJOZpGeGgGO1YWeUsfLLCWRb,Royal,5,6,7,8,10
G0Ii3nWBo4PpAG3a2wSZiqG4toe,Royal,5,6,7,8,10
gJuiUpMzZfxx4eUMIMB6OHFGBJb,Royal,5,6,7,8,10
4tJVx_DMmBzHyiBsBCPXaVMK99f,Royal,5,6,7,8,10
uW2lnUJQeRXjrK7JgkDnkd9_to7,Royal,5,6,7,8,10
4v2nF8iztC0zDobE1P8BTm0idNd,Royal,5,6,7,8,10
7a98yVJsV83paPTPE5KL0vnwlRj,Royal,5,6,7,8,10
qixe9_qK6t5swPWNIk4WSmU2rGi,Royal,5,6,7,8,10
PQfzjYli5fEGKUWPYgMNNsZxazg,Royal,5,6,7,8,10
5eJHd9WaUXYd1VYARjufj9pyN35,Royal,5,6,7,8,10
WCwrwtsjeetwq_ILUznMkTIhPwe,Royal,5,6,7,8,10
49_4ADMXUO0CwSnJHfZApPHcRcl,Royal,5,6,7,8,10
g8u7Yt3mD9dxGcnIMn0ac7axJig,Royal,5,6,7,8,10
Qt_4UTczubJy9vzr6NoOsUFgIC4,Royal,5,6,7,8,10
xDUdeDdkaP2flBeczsj1DyuCf0a,Royal,5,6,7,8,10
JmKf7UY54zhIlGMG7e36gf2tXT3,Royal,5,6,7,8,10
xl3vDqlZlQY8OLaCbccV9uhR3E,Royal,5,6,7,8,10
PQcSlKSltARvXgs63muptvYDCom,Royal,5,6,7,8,10
o_C8vRdzXBmVh2G_GU3G_61qP4j,Royal,5,6,7,8,10
GJwBC4Bue1uW7NXGnc9axociOnj,Royal,5,6,7,8,10
tz5a_r4hn81F2zHn9YH_tP6eOHa,Royal,5,6,7,8,10
yMB0E6nKW8OqeTPwNBumcm0i_X0,Royal,5,6,7,8,10
2t_cX4mNjL0a8r8rNG5lXCYi6H2,Royal,5,6,7,8,10
SzSQlgg40t8R2AViQM8plUMk_O2,Royal,5,6,7,8,10
tMeZh7zpyk3R0xzN755uLinymt1,Royal,5,6,7,8,10
iLZX99h5zpTsO2exHSMKWSL5MOk,Royal,5,6,7,8,10
Oni20zIbQljEzPRf_7cxitC58K6,Royal,5,6,7,8,10
dz7r4NlSGOyFJgfBy2IM8fee61j,Royal,5,6,7,8,10
_I9XZschP_pfEoxCl0NiEUCK_36,Royal,5,6,7,8,10
BzG1INdrv07KqunbVJhu1YAKElc,Royal,5,6,7,8,10
ohsLpcX3ppQS8eqtIDuxQH8Ewbc,Royal,5,6,7,8,10
FH8qtjeMrAPNZJEZCu2t9lB5r7b,Royal,5,6,7,8,10
s_GePJ8uXvkJqv7uBguSOGSes4k,Royal,5,6,7,8,10
FBtUVrU22YDl0Zh7Y0TjQbzYkhh,Royal,5,6,7,8,10
i1XKTjkr4agW_wGxBOk1h20boA9,Royal,5,6,7,8,10
tDi8HPKB3TLNl1tP_k8ly6NT4ni,Royal,5,6,7,8,10
SY3huBnmaoWNVuARKE_SHij9yp5,Royal,5,6,7,8,10
RSe_o6DEB5WzvlTmj38A060jj_g,Royal,5,6,7,8,10
D1_i2WDxpqjNL_n7qRK9bTKq7y0,Royal,5,6,7,8,10
pItpNas1AZz3X9YB3THPZUv7Rym,Royal,5,6,7,8,10
f6jSDQAfpSOjEamcQDPa7YJZDWl,Royal,5,6,7,8,10
4zODPQxwKoDG1apEsM5BWMKoJTm,Royal,5,6,7,8,10
FD4UDtDyEEeEvyqqdSso58kqyxk,Royal,5,6,7,8,10
8k5nw962IXl1a1BqOkRjPTTfkek,Royal,5,6,7,8,10
INhmR54qT1Do8T21vbIG6rQXRUa,Royal,5,6,7,8,10
oE91ldOv80gBI0fR0CY_ESs6eBm,Royal,5,6,7,8,10
eVJZnMlTsVfH6oNTrrrt0XJ7e6l,Royal,5,6,7,8,10
WWgTangOJZc64Z7RdxzTnkR0Gg8,Royal,5,6,7,8,10
